Date,SPX_PX_TO_CASH_FLOW_Diff,SPX_PX_TO_SALES_RATIO_Diff,SPX_PX_TO_BOOK_RATIO_Diff,SPX_PE_RATIO_Diff,SPX_PX_TO_EBITDA_Diff,SPX_PX_TO_CASH_FLOW_QS,SPX_PX_TO_SALES_RATIO_QS,SPX_PX_TO_BOOK_RATIO_QS,SPX_PE_RATIO_QS,SPX_PX_TO_EBITDA_QS,EarningSpread_SPX,JALSH_PX_TO_CASH_FLOW_Diff,JALSH_PX_TO_SALES_RATIO_Diff,JALSH_PX_TO_BOOK_RATIO_Diff,JALSH_PE_RATIO_Diff,JALSH_PX_TO_EBITDA_Diff,JALSH_PX_TO_CASH_FLOW_QS,JALSH_PX_TO_SALES_RATIO_QS,JALSH_PX_TO_BOOK_RATIO_QS,JALSH_PE_RATIO_QS,JALSH_PX_TO_EBITDA_QS,EarningSpread_JASLH,ValuationSpreadLocalGlobal,AAIIBULL.Index,AAIIBEAR.Index,EPUCCUSM.Index
2007-05-06,2.879512548675537,0.1388944147524575,0.222312922663839,2.242078691097749,0.9972039519483816,0.984,0.351,0.289,0.139,0.084,8.276699999999991,4.143429184517378,0.4561018225779804,0.4027645144268804,4.407140734014186,1.227034178682881,0.39,0.945,0.854,0.225,0.393,-221.3200999999999,0.594,1058.67,904.37,-17.26000000000001
2007-05-13,2.924528678741456,0.1453213337316804,0.2515377497548791,2.310946186771961,1.012207873648174,0.988,0.743,0.928,0.223,0.133,8.422000000000025,4.240125958999026,0.4554426529839663,0.4117629999308803,4.493809719085802,1.250687344537601,0.486,0.94,0.904,0.267,0.406,-217.9098999999999,0.502,1054.97,916.7,-17.26000000000001
2007-05-20,2.642574990386964,0.1492341437108897,0.2368856408824802,2.347980082812967,1.046804060989019,0.881,0.887,0.693,0.286,0.277,8.667999999999992,4.24340238600037,0.4488446786948098,0.4102052479692803,4.495653281158036,1.242898908887041,0.485,0.915,0.892,0.269,0.402,103.7151999999999,0.396,1051.42,911.37,-17.26000000000001
2007-05-27,2.701117031555176,0.1474882116731061,0.2126366993805105,2.347565651253543,1.075866961249639,0.908,0.818,0.084,0.286,0.366,8.796499999999995,4.242607649123752,0.4513512954047665,0.4164877649715203,4.50221196189496,1.260410206755841,0.48,0.925,0.912,0.274,0.416,113.9484000000002,0.428,1048.55,902.4300000000001,-17.26000000000001
2007-06-03,3.328725423278808,0.1471135873074532,0.2313811433382182,2.321239661170832,1.048830588025121,0.996,0.809,0.569,0.242,0.283,9.037300000000002,4.25582432413027,0.4495934477482978,0.4045067042816003,4.517041885781543,1.221414002759681,0.49,0.909,0.847,0.288,0.373,110.0835,0.506,1042.94,905.63,3.840000000000003
2007-06-10,3.660502196044922,0.1471614102185353,0.2292680073206262,2.321260311116665,1.039722283486307,0.998,0.81,0.494,0.244,0.247,8.782200000000003,4.287396326885452,0.4506667015516707,0.4048703052134404,4.486008982961802,1.227596965729281,0.531,0.915,0.846,0.266,0.373,139.9414999999999,0.467,1042.2,910.2,3.840000000000003
2007-06-17,3.698775737609863,0.1512525947263846,0.2386134137191697,2.360664095045612,1.059597937905637,1.0,0.924,0.757,0.326,0.325,9.139800000000022,4.363107860277006,0.4597452990260659,0.4165080324249604,4.522184860980892,1.264407374284801,0.6,0.956,0.91,0.298,0.42,129.5832,0.4,1040.42,911.3199999999999,3.840000000000003
2007-06-24,3.734625670318604,0.1511877504018659,0.2340344306003708,2.384120093868332,1.071825216257274,0.997,0.918,0.646,0.367,0.37,9.611300000000014,4.409241228075905,0.4644975800877378,0.4157644699904003,4.595619373064924,1.221049909273601,0.639,0.962,0.901,0.334,0.358,130.7809,0.358,1037.58,908.9999999999999,3.840000000000003
2007-07-01,3.697758003234863,0.149150893427293,0.2293217040502564,2.336970716044813,1.051992904710521,0.991,0.874,0.496,0.277,0.302,9.813199999999995,4.361549940477151,0.4570474405990615,0.4061520558643203,4.536037762621569,1.171701966453761,0.589,0.936,0.843,0.304,0.317,143.2062999999998,0.402,1027.46,915.4599999999998,-6.189999999999998
2007-07-08,3.711410154571533,0.1509387367281146,0.2408491073683872,2.356718781170015,1.059225186824229,0.993,0.912,0.805,0.325,0.329,10.06789999999999,4.409266460188302,0.4641709487869092,0.4199270325555204,4.60302005219142,1.304632242001921,0.639,0.96,0.92,0.35,0.468,103.6220000000001,0.354,1026.86,914.0799999999998,-6.189999999999998
2007-07-15,3.682477434539794,0.1463234095339141,0.2328241823370404,2.335722366561331,1.048390699536353,0.981,0.746,0.613,0.276,0.29,10.10900000000001,4.529911206239254,0.4807695693785964,0.4304157382963203,4.730539298302046,1.415145607659521,0.733,0.996,0.932,0.423,0.857,138.7274999999997,0.248,1012.72,916.8099999999998,-6.189999999999998
2007-07-22,3.623001121063233,0.1460309419183009,0.2265954145822297,2.311008059030082,1.037695450604133,0.968,0.732,0.393,0.227,0.24,10.23429999999999,4.422346668642827,0.4582102528779448,0.4038340770048004,4.545189213443143,1.317609864965121,0.639,0.93,0.81,0.312,0.476,135.8910000000001,0.329,1014.98,920.1899999999998,-6.189999999999998
2007-07-29,3.665543953399658,0.1480318425794204,0.2347444216626627,2.335361603061689,1.049152324329853,0.975,0.825,0.66,0.285,0.303,10.75569999999999,4.331655976651266,0.4493835360306264,0.4081789357977604,4.409479304211146,1.303932392350721,0.544,0.875,0.85,0.229,0.456,160.3755999999998,0.4309999999999999,1012.87,926.4999999999999,-6.189999999999998
2007-08-05,3.774976994934082,0.1553643582683517,0.2586651813147082,2.418615535401177,1.08646159382934,1.0,0.979,0.957,0.47,0.469,8.139700000000033,4.435183738073177,0.4675472245495932,0.4308275651788804,4.535872100073699,1.379659366517761,0.65,0.966,0.932,0.313,0.819,144.6666,0.35,1012.6,936.4999999999999,-21.24
2007-08-12,3.945146857147217,0.1607654665823317,0.2582707398035462,2.505615600835329,1.126126251749802,0.999,0.986,0.952,0.612,0.629,8.55210000000001,4.567774882182231,0.4869739188705572,0.4393459875174404,4.716903637025037,1.413951122590721,0.769,0.997,0.949,0.432,0.85,150.3971999999999,0.23,1010.79,944.4100000000001,-21.24
2007-08-19,4.047579349212646,0.1520702429492987,0.237829811229489,2.385316614503166,1.076021977948731,0.999,0.919,0.728,0.4,0.414,8.862499999999997,4.468585812908749,0.4742377780081328,0.4295032670054404,4.591040692427173,1.386701300848641,0.675,0.978,0.921,0.354,0.815,175.6878999999997,0.324,999.1600000000001,967.6600000000001,-21.24
2007-08-26,3.6866418409729,0.1520741526700914,0.237904891248561,2.34202414852782,1.056103500694067,0.964,0.92,0.727,0.303,0.333,8.737300000000019,4.258301418154612,0.4477020117928904,0.4149869649305603,4.309664313032444,1.349052279147521,0.439,0.846,0.875,0.183,0.541,137.5596,0.5249999999999999,1003.81,971.18,-21.24
2007-09-02,3.206461938171386,0.1408295971061604,0.2208526791462648,2.211106488719077,0.9918428551729708,0.93,0.396,0.242,0.07,0.065,8.622299999999996,4.239456171619072,0.4416494040725679,0.3982454299289603,4.312267078074366,1.294444411863041,0.406,0.808,0.749,0.187,0.418,133.3524000000002,0.524,1008.31,972.5600000000001,16.33
2007-09-09,3.128250314788819,0.1314807669794817,0.2108550366492518,2.132436483603886,0.9527545430372676,0.922,0.036,0.058,0.003,0.002,8.637100000000018,4.070910793339394,0.417812488959951,0.3723294058803204,4.107500444076475,1.209164198983681,0.274,0.658,0.648,0.161,0.304,136.2978000000003,0.648,1013.7,969.6200000000001,16.33
2007-09-16,3.100638514862061,0.1393908295709211,0.2200357348800704,2.164834772359367,0.9629969701039719,0.919,0.325,0.221,0.026,0.013,8.593499999999992,3.978397339481879,0.4044298423798958,0.3613769705932803,3.946779306970773,1.173638994278401,0.243,0.59,0.626,0.158,0.269,123.0500999999999,0.676,1009.82,971.8199999999999,16.33
2007-09-23,3.147229589691162,0.1386024731572022,0.2164607614286421,2.169410323021788,0.9617929328913265,0.919,0.28,0.141,0.031,0.013,8.614000000000004,4.225118511394347,0.4355413676419497,0.3852892198707204,4.197541696200373,1.251159809617921,0.389,0.779,0.686,0.184,0.35,109.2440999999999,0.53,1006.38,977.86,16.33
2007-09-30,3.117415143432618,0.1330593276634757,0.2147758503031073,2.158658310187878,0.9564553824510367,0.914,0.07,0.113,0.021,0.007,9.156700000000015,4.337379501632119,0.4486279457967345,0.4040165307136003,4.305973143430191,1.310365418460161,0.53,0.849,0.784,0.202,0.444,110.9029999999998,0.384,1023.49,972.26,33.67
2007-10-07,3.097779914550782,0.1363452574294116,0.2206836588315639,2.18973762636309,0.9701365896342021,0.908,0.185,0.258,0.055,0.027,8.4927,4.311421482148925,0.4413846088911009,0.4043603169996803,4.304598461156291,1.305298540810241,0.497,0.802,0.787,0.203,0.434,49.92099999999982,0.411,1034.45,959.5299999999997,33.67
2007-10-14,3.170430777587891,0.143421871314217,0.2283260979224852,2.265883119769417,1.003742277801217,0.922,0.584,0.478,0.214,0.138,8.254199999999997,4.295839230886933,0.4583467396949504,0.4535656619468804,4.462826333007197,1.405625118622721,0.476,0.918,0.976,0.3,0.836,-11.52080000000024,0.4460000000000001,1042.15,955.7099999999998,33.67
2007-10-21,3.233187995910645,0.1429908032802984,0.232865429311084,2.263705232160488,1.0027838554868,0.929,0.564,0.631,0.216,0.136,7.824500000000015,4.494568353449007,0.4662119889764985,0.4371563113984004,4.554219925262869,1.382512228628481,0.691,0.947,0.932,0.369,0.808,36.53300000000036,0.2380000000000001,1044.87,953.4499999999998,33.67
2007-10-28,3.350201661987305,0.1494470013022789,0.2432248311116933,2.369823959589817,1.049911282653342,0.933,0.853,0.844,0.416,0.351,7.453200000000024,5.091838510191494,0.4628831268342078,0.3879865125222404,4.429890773031532,1.307528225556481,0.974,0.926,0.673,0.28,0.425,34.85830000000033,-0.04099999999999993,1047.55,947.3699999999999,33.67
2007-11-04,3.40215525970459,0.1523862544079088,0.2443291697806025,2.399090816875981,1.062939172175448,0.933,0.924,0.854,0.486,0.406,7.42179999999999,5.555805717451999,0.4739581251399558,0.4016174400409603,4.41008524414646,1.365138893803521,0.999,0.976,0.75,0.268,0.784,32.31970000000001,-0.06599999999999995,1049.4,940.9799999999998,25.99
2007-11-11,3.245837873382569,0.1456719091773487,0.2410322567906963,2.315954444398721,1.026845231007974,0.917,0.686,0.806,0.283,0.244,10.01429999999999,5.504516060360077,0.4687962298708021,0.3850774304102403,4.443668868026639,1.321658839628801,0.989,0.953,0.652,0.298,0.439,6.299599999999828,-0.07199999999999995,1047.2,955.7999999999998,25.99
2007-11-18,2.756887296295166,0.1566293748572174,0.2588934561951165,2.336042230116283,1.041419267907564,0.803,0.979,0.953,0.336,0.314,10.1604,5.506338950606807,0.461899512310496,0.3842742167244804,4.474218630256757,1.322897460029441,0.989,0.905,0.646,0.322,0.441,7.88110000000006,-0.1859999999999999,1042.86,966.7599999999999,25.99
2007-11-25,2.118523455352783,0.1557005514353624,0.2468964991488058,2.35411208786306,1.060779507532925,0.131,0.968,0.873,0.389,0.408,10.30040000000002,5.678089624513012,0.4630259558852161,0.4041670202572803,4.494893028292195,1.380667534602241,0.999,0.913,0.771,0.343,0.803,-133.8678999999997,-0.868,1035.11,974.68,25.99
