SPX_PX_TO_CASH_FLOW_Diff,EarningSpread_SPX,JALSH_PX_TO_SALES_RATIO_Diff,JALSH_PX_TO_CASH_FLOW_Diff,ValuationSpreadLocalGlobal,EarningSpread_JASLH,AAIIBULL.Index,EPUCCUSM.Index,SPX_PX_TO_CASH_FLOW_QS,JALSH_PE_RATIO_Diff
2.208417110900879,25.9533,0.4971036784370552,4.757737521486797,-0.6,662.3964000000001,865.1299999999999,19.59999999999999,0.153,4.923446921595698
2.180521447296143,25.97279999999999,0.4840459270778353,4.591327346357774,-0.537,649.9146999999998,870.6700000000001,19.59999999999999,0.108,4.786784218118956
2.167083922271729,25.39580000000001,0.4860905900865153,4.50200942064555,-0.4530000000000001,503.3438000000001,874.9699999999999,21.26000000000001,0.095,4.757252627510963
2.168772732086182,24.5765,0.489068654682642,4.495355870809114,-0.4440000000000001,493.7170000000001,872.8399999999999,21.26000000000001,0.093,4.787886083889958
2.087819863891601,23.28579999999999,0.4939391033644675,4.525502506094476,-0.5379999999999999,528.1174999999998,872.6999999999998,21.26000000000001,0.033,4.880600862774559
2.024520249633789,21.9225,0.4522538771480326,4.137321489358674,-0.148,520.2394999999997,878.4399999999999,21.26000000000001,0.017,4.488140214002891
1.930680825958252,21.3827,0.3971907187373721,3.694442408011312,-0.037,456.3024,884.33,50.47000000000001,0.007,3.953673395129957
1.935685071563721,19.7174,0.3939848304730705,3.663636285956144,-0.027,467.9117999999999,886.61,50.47000000000001,0.012,3.911066689754572
1.981559509429932,27.545,0.3993979780159974,3.680585869555018,-0.025,482.2363,896.2900000000001,50.47000000000001,0.024,3.938554779970659
1.974207004699707,27.2488,0.3835729490242426,3.61060601892206,-0.002999999999999999,514.9695000000002,900.08,50.47000000000001,0.027,3.847792090935241
2.168464070129394,26.7983,0.3741858258531085,3.549192092739058,0.074,505.5146,908.78,6.77000000000001,0.093,3.746472407951901
2.027596755981445,26.49909999999998,0.3798660266242553,3.573925192816343,0.012,516.2981,925.4,6.77000000000001,0.04,3.768229557496386
1.719004026794434,27.09569999999998,0.3826106378469605,3.627049656240942,-0.048,416.3897999999999,929.4599999999999,6.77000000000001,0.002,3.81537436578992
1.733468176879883,27.0561,0.3949238722120992,3.836144584994405,-0.126,416.2773999999999,915.07,6.77000000000001,0.006,3.987920815170109
1.767255699768066,27.87139999999998,0.3843280160065778,3.660215065971371,-0.047,421.2651000000001,912.41,6.77000000000001,0.014,3.92686483931053
1.701824385986328,26.8903,0.369867505123752,2.943204405685682,0.002,407.4843000000001,899.9800000000001,87.00000000000001,0.003,3.538995246977785
1.707163988342285,25.7135,0.3833690135208518,2.584641189574285,0.004,449.3053,901.0800000000002,87.00000000000001,0.008,3.378154828682707
1.781591323089599,25.46280000000001,0.3840410833927122,2.560264255455865,0.025,589.6536999999998,895.3500000000001,87.00000000000001,0.028,3.38490377146256
1.5697115675354,24.5639,0.350783622153222,2.388033523937208,0.0,771.5572000000002,880.8,87.00000000000001,0.001,3.1942628497359
1.363546121368408,23.816,0.3213783914146867,2.217489515368943,0.0,585.3125,865.13,100.47,0.001,2.926809182265441
1.357198300018311,23.0847,0.3162992666653939,2.156920849642275,0.001,580.5124000000001,864.8000000000002,100.47,0.005,2.818563052195421
1.229213367462158,20.3453,0.275838044937984,1.903121300576508,0.003,577.9613999999997,856.8300000000003,100.47,0.004,2.490143783533048
1.27935843460083,20.1741,0.2769500306846158,1.852495377243227,0.007,766.4382,849.8400000000001,100.47,0.01,2.535404548366103
1.447290840759277,19.9354,0.3133036960955417,2.353427556001531,-0.004,627.2805000000003,837.6100000000001,46.40000000000001,0.021,2.821829013328904
1.190620623474121,19.38329999999998,0.2858335433077746,2.59390192980474,-0.041,652.5198,833.0300000000001,46.40000000000001,0.001,2.636491394878618
1.031227323913574,18.6633,0.2594430258185416,2.40701311035942,-0.026,588.8637000000003,837.5500000000001,46.40000000000001,0.002,2.335131593452113
1.011062117919922,18.06689999999998,0.2700335953444571,2.510434367643929,-0.032,542.0902000000001,846.0300000000001,46.40000000000001,0.005,2.435783969033054
1.010674447784424,17.76099999999998,0.2792447843325216,2.634506855382911,-0.05300000000000001,535.9850999999999,851.0500000000001,46.40000000000001,0.005,2.571722481790141
1.112968803863525,17.58359999999998,0.2961890190945184,2.744700182968227,-0.045,547.5891999999999,852.88,37.45,0.019,2.662097468666966
1.065464523468018,18.01689999999999,0.3088120440998439,2.885162025859819,-0.051,532.212,876.5800000000002,37.45,0.018,2.83306624850474
1.022937585296631,14.46969999999998,0.2919213910821408,2.792996173172461,-0.056,495.4397000000004,868.3900000000001,37.45,0.01,2.711417576652541
1.131004386138916,13.99720000000001,0.3066802235480676,2.88394237870725,-0.043,477.2559000000001,855.6000000000001,37.45,0.034,2.776008434979146
1.163560457305908,13.8014,0.3281909016414007,3.061706796549319,-0.04899999999999999,465.1864,845.26,26.97,0.037,2.998695081149463
1.046120808105469,13.5015,0.31509678455426,2.951242752285923,-0.067,182.7433999999998,827.0300000000001,26.97,0.016,2.910184562496906
1.022590564880371,13.5339,0.2922232124165522,2.757319185640204,-0.05600000000000001,80.17210000000023,821.84,26.97,0.011,2.669514199688711
1.013921624298096,24.43239999999999,0.2791571343753235,2.708489098284731,-0.05300000000000001,63.60199999999986,812.8,26.97,0.012,2.568252681695384
0.9912544589233397,26.8276,0.2993843527280217,2.836724009985307,-0.081,73.91519999999991,800.06,79.01000000000002,0.004,2.713024374168179
1.07592155960083,28.1111,0.3163070732592117,2.927884962849042,-0.052,62.10899999999992,789.7099999999999,79.01000000000002,0.049,2.920264069294209
1.213488132171631,27.6249,0.2963117814768663,2.81576430947752,-0.007000000000000006,45.57330000000002,790.1399999999999,79.01000000000002,0.075,2.883561727454499
1.051115977478027,26.9804,0.2683309058074053,2.635553432239752,-0.023,44.71549999999979,801.1599999999999,79.01000000000002,0.039,2.681985367615867
0.7838680992126466,26.7891,0.2469733374217931,2.493517569719654,-0.036,46.16910000000007,806.9599999999999,79.01000000000002,0.001,2.493814684091467
0.7908318690490722,27.1556,0.2485103894278822,2.503706270994408,-0.03700000000000001,281.7087999999999,818.1499999999999,55.19000000000001,0.005,2.475226310241995
0.9328334082031249,26.4676,0.2897249837585492,2.769597753754137,-0.082,281.6044000000002,812.9199999999998,55.19000000000001,0.013,2.72059592314674
0.9702872895812988,26.0012,0.3192432774824673,2.997500443152309,-0.111,280.1798999999996,818.3199999999998,55.19000000000001,0.022,2.841811264738307
0.9439424835205079,25.8002,0.2836509997685114,2.718489908025395,-0.065,274.0409,812.9999999999998,55.19000000000001,0.019,2.831607486038502
1.018058480224609,25.1108,0.2596114638746916,2.453317735963041,0.015,269.3205000000003,804.2600000000001,29.66000000000001,0.049,2.937897671807941
1.021444641571045,24.4254,0.2540200445655358,2.413165833580726,0.024,-175.5221999999999,810.02,29.66000000000001,0.055,2.923084110713347
0.9670424946594239,30.0139,0.2410534686528041,2.33546061590501,0.001999999999999998,-185.8741,829.46,29.66000000000001,0.026,2.905424815797447
1.036688610076904,29.9854,0.2433823668770997,2.3669166375189,0.044,-186.2513000000001,831.9300000000001,29.66000000000001,0.076,2.748924449886914
1.101505146789551,30.1101,0.2512218812652723,2.43953367904147,0.05599999999999999,-194.0847999999999,845.6300000000002,44.53,0.105,2.614165101698493
1.093581971435547,32.3847,0.2642632488039601,2.533189248038549,0.027,-236.4521999999999,855.6900000000003,44.53,0.103,2.690038259974263
1.052309522094727,32.3728,0.2708704204266025,2.651100373683788,-0.02400000000000001,-242.0023999999999,855.2100000000003,44.53,0.087,2.727842180541638
1.071607456512451,32.3885,0.2798332115366459,2.769406714358382,-0.034,-241.5071,859.5900000000003,44.53,0.101,2.82829425053769
1.161160211791992,32.2718,0.2928989733820713,2.821703079852152,-0.01399999999999998,-289.0676999999998,863.5900000000003,44.53,0.135,2.922273062699638
1.162027704925537,32.4315,0.2914363872815869,2.76985680788365,0.002000000000000002,-326.3367999999998,852.7300000000002,36.37,0.139,2.924215421088466
1.097290659332275,32.2788,0.2815836441785578,2.678578388264275,0.002000000000000002,-366.0483999999999,853.0100000000001,36.37,0.117,2.830049201784782
1.103700790863037,32.7492,0.2797826698717663,2.657253698276004,0.008999999999999994,-368.4652999999998,854.48,36.37,0.124,2.783370224472315
1.084863267364502,33.0782,0.2723813141717207,2.623768322108856,0.007000000000000006,-388.2227000000003,866.8100000000001,36.37,0.111,2.749532724627611
1.016981456604004,32.9989,0.2653628291078577,2.584010836810478,-0.038,-394.1244000000002,889.8499999999999,16.48999999999999,0.057,2.689270604032014
1.061394992370606,34.3759,0.2791739917134944,2.689250366212109,-0.03200000000000001,-375.2018,906.94,16.48999999999999,0.104,2.802088643358525
1.100554054718018,34.5159,0.2875327663551849,2.777592934815653,-0.034,-245.7020000000002,936.3,16.48999999999999,0.132,2.911795230525564
1.103361727752685,34.8408,0.2941442509555141,2.830152552951315,-0.04700000000000001,-254.4888000000001,946.07,16.48999999999999,0.142,2.962124145208456
1.224785293731689,34.7543,0.3084788963823388,2.928769835470709,-0.02499999999999999,-259.2825999999998,961.13,16.48999999999999,0.195,3.079340422183358
1.285522791900635,34.7423,0.3044612069151774,2.935000156567129,-0.01600000000000001,-274.4427999999998,971.4600000000002,56.68000000000001,0.205,3.09623633674128
1.303857198791504,34.8659,0.303135477580201,2.932247524763185,-0.01300000000000001,-328.8246999999999,963.73,56.68000000000001,0.212,3.085555789477101
1.330261539459229,34.8651,0.3097275697757707,2.968454688468624,-0.02299999999999999,-334.5260999999998,966.7400000000001,56.68000000000001,0.216,3.123248497045905
1.284107253570557,34.9241,0.304811738713747,2.942423587546692,-0.02300000000000002,-349.5420999999999,963.1700000000001,56.68000000000001,0.206,3.079379683169334
1.327628095855713,34.9331,0.3083180360342591,2.958727552457158,-0.01899999999999999,545.0762,971.0100000000001,-42.30000000000001,0.224,3.081910354508605
1.385206923675537,34.883,0.3157588944179557,2.989451968755788,-0.01400000000000001,544.5035,961.9600000000002,-42.30000000000001,0.24,3.032703634802498
1.389680474090576,35.5988,0.295686942812887,2.705388719094951,0.102,553.1658,977.44,-42.30000000000001,0.242,2.087192749981438
1.346759443511963,36.4293,0.3018158102088413,3.084801495396681,-0.04100000000000004,558.3167000000001,981.8300000000003,-42.30000000000001,0.235,3.030934531836599
1.355145498962402,36.4944,0.3362416590556385,3.804585513350132,-0.148,570.5283,971.3900000000001,-51.78999999999999,0.241,4.967756681134693
1.445044137268066,36.5162,0.3510959898741262,3.929660894411479,-0.157,581.1090999999999,949.8000000000002,-51.78999999999999,0.265,5.225220309558884
1.445521414337158,36.921,0.36711690036461,4.047696023335573,-0.176,540.5675000000001,954.6800000000001,-51.78999999999999,0.266,5.249109317102344
1.317434999847412,36.9607,0.3659730978964061,4.050854210048491,-0.221,443.8489,957.0400000000001,-51.78999999999999,0.223,5.083016088178596
1.329189095611572,37.1344,0.354601132322464,3.965285358862674,-0.2,377.9034999999999,951.1400000000001,-51.78999999999999,0.231,4.92950864531155
1.445618224182129,37.3237,0.3626090839281736,4.023758004371311,-0.166,395.5575000000001,953.47,-32.68000000000001,0.281,5.018517649148386
1.474361575012207,37.3477,0.3757303102088277,4.143791846082046,-0.188,411.8038000000001,962.8199999999999,-32.68000000000001,0.292,5.202849751980661
1.470101320800781,37.0131,0.3747774180615016,4.177992856308739,-0.195,408.8984,976.93,-32.68000000000001,0.295,5.196902830782248
1.448192094573975,36.1094,0.3715657874315719,4.219426938961383,-0.218,406.9621999999999,976.7699999999999,-32.68000000000001,0.284,5.222593022350161
1.441458923034668,36.1326,0.3701758772592842,4.233208656261684,-0.231,427.5708,998.0399999999998,-24.77000000000001,0.277,5.218080845482373
1.457901013946533,36.23390000000001,0.3722373222640982,4.241097049217935,-0.223,417.8010999999999,1010.36,-24.77000000000001,0.297,5.192567330703727
1.465548249206543,36.4389,0.3814684280374011,4.299312335784054,-0.2549999999999999,415.075,1020.2,-24.77000000000001,0.31,5.211999199180442
1.478183000183105,37.0402,0.3789219542967888,4.320564767891786,-0.266,435.0793999999999,1012.53,-24.77000000000001,0.322,5.286166249459314
1.517923480834961,37.7901,0.3796773576564201,4.357858627717566,-0.287,435.2456999999999,997.5299999999997,-22.58999999999997,0.328,5.499232488231378
1.564229961700439,38.2546,0.3901477842072175,4.422209248049799,-0.339,439.7952,975.76,-22.58999999999997,0.332,5.69207592573513
1.521451394348144,38.41849999999999,0.3821413754095727,4.343664667439284,-0.276,481.3430000000001,978.4399999999998,-22.58999999999997,0.33,5.616738489916894
1.468334363555908,25.26570000000001,0.371659499254694,4.216267794470622,-0.19,339.4637,980.3099999999998,-22.58999999999997,0.313,5.447722819166094
1.37725846786499,25.7302,0.3591703245190846,4.088369710241703,-0.209,366.7795999999998,977.23,-54.31,0.257,5.269067939896895
